照片名称,拍摄时间,经度,纬度
img_5642.jpg,2017:12:15 09:49:11,111.24964166666666,39.94693333333333
img_5643.jpg,2017:12:15 09:49:18,111.24948055555555,39.94750277777777
img_5644.jpg,2017:12:15 09:49:20,111.24943611111111,39.94763611111111
img_5645.jpg,2017:12:15 09:49:30,111.24915277777778,39.94838333333333
img_5646.jpg,2017:12:15 09:49:51,111.24852777777778,39.95020277777778
img_5647.jpg,2017:12:15 09:49:54,111.24845,39.950497222222225
img_5648.jpg,2017:12:15 09:49:58,111.24832777777777,39.95083888888889
img_5649.jpg,2017:12:15 09:50:02,111.2482,39.951191666666666
img_5650.jpg,2017:12:15 09:50:33,111.24771111111112,39.95375555555556
img_5651.jpg,2017:12:15 09:50:41,111.24771944444444,39.954436111111114
img_5652.jpg,2017:12:15 09:51:10,111.2483,39.95705277777778
img_5653.jpg,2017:12:15 09:51:11,111.24833611111112,39.95713055555556
img_5654.jpg,2017:12:15 09:51:16,111.24853611111111,39.957569444444445
img_5655.jpg,2017:12:15 09:51:30,111.24915277777778,39.95876666666667
img_5656.jpg,2017:12:15 09:51:36,111.24950277777778,39.959316666666666
img_5657.jpg,2017:12:15 09:52:25,111.25229722222223,39.96361944444445
img_5658.jpg,2017:12:15 09:52:31,111.25259444444444,39.96401111111111
img_5659.jpg,2017:12:15 09:52:35,111.25286944444444,39.96440833333334
img_5660.jpg,2017:12:15 09:52:39,111.25301388888889,39.96463055555556
img_5661.jpg,2017:12:15 09:52:43,111.25321944444444,39.964925
img_5662.jpg,2017:12:15 09:52:57,111.2538,39.965775
img_5663.jpg,2017:12:15 09:53:01,111.25398333333334,39.966033333333336
img_5664.jpg,2017:12:15 09:53:06,111.25420277777778,39.966350000000006
img_5665.jpg,2017:12:15 09:53:09,111.25435,39.96656111111111
img_5666.jpg,2017:12:15 09:53:12,111.25447777777778,39.966775
img_5667.jpg,2017:12:15 09:53:17,111.25471388888889,39.96714444444444
img_5668.jpg,2017:12:15 09:53:26,111.25518055555555,39.967872222222226
img_5669.jpg,2017:12:15 09:53:37,111.25572222222222,39.96869166666667
img_5670.jpg,2017:12:15 09:53:59,111.25675833333334,39.970225
img_5671.jpg,2017:12:15 09:54:17,111.25769722222222,39.971611111111116
img_5672.jpg,2017:12:15 09:54:20,111.25785,39.97184722222222
img_5673.jpg,2017:12:15 09:54:25,111.25810277777778,39.97222777777778
img_5674.jpg,2017:12:15 09:54:38,111.25875,39.97320277777778
img_5675.jpg,2017:12:15 09:54:42,111.25895,39.97351388888889
img_5676.jpg,2017:12:15 09:54:50,111.25930833333334,39.97408611111111
img_5677.jpg,2017:12:15 09:54:52,111.25946944444445,39.97433888888889
img_5678.jpg,2017:12:15 09:55:28,111.26152777777777,39.97743333333334
img_5679.jpg,2017:12:15 09:55:32,111.26178055555556,39.97776666666667
img_5680.jpg,2017:12:15 09:55:33,111.26183333333333,39.97786666666667
img_5681.jpg,2017:12:15 09:55:36,111.26196388888889,39.97806666666667
img_5682.jpg,2017:12:15 09:55:46,111.26258055555556,39.979038888888894
img_5683.jpg,2017:12:15 09:55:47,111.26271944444444,39.97923333333333
img_5684.jpg,2017:12:15 09:55:53,111.26310833333334,39.97980555555556
img_5685.jpg,2017:12:15 09:55:55,111.26323055555555,39.97998888888889
img_5686.jpg,2017:12:15 09:55:59,111.26342777777778,39.980266666666665
img_5687.jpg,2017:12:15 09:56:05,111.26383888888888,39.980872222222224
img_5688.jpg,2017:12:15 09:56:08,111.26402222222222,39.981208333333335
img_5689.jpg,2017:12:15 09:56:55,111.26689999999999,39.98555833333334
img_5690.jpg,2017:12:15 09:56:58,111.26721944444445,39.985936111111116
img_5691.jpg,2017:12:15 09:57:20,111.2684388888889,39.987719444444444
img_5692.jpg,2017:12:15 09:57:48,111.26844722222222,39.98775555555556
img_5693.jpg,2017:12:15 09:57:58,111.26845555555555,39.98777777777778
img_5694.jpg,2017:12:15 09:58:51,111.2684111111111,39.98775555555556
img_5695.jpg,2017:12:15 10:00:44,111.26860833333333,39.98801388888889
img_5696.jpg,2017:12:15 10:02:22,111.26929444444444,39.98910277777778
img_5697.jpg,2017:12:15 10:02:51,111.26931666666667,39.98914722222222
img_5698.jpg,2017:12:15 10:03:15,111.26943333333334,39.98928888888889
img_5699.jpg,2017:12:15 10:03:17,111.26943333333334,39.98928888888889
img_5700.jpg,2017:12:15 10:03:50,111.26947777777778,39.989361111111116
img_5703.jpg,2017:12:15 10:07:23,111.27219444444444,39.999855555555555
img_5704.jpg,2017:12:15 10:07:25,111.27219444444444,39.999855555555555
img_5705.jpg,2017:12:15 10:07:28,111.27219444444444,39.999855555555555
img_5706.jpg,2017:12:15 10:08:37,111.272225,39.99926666666667
img_5707.jpg,2017:12:15 10:09:30,111.2723,39.99874444444445
img_5708.jpg,2017:12:15 10:09:35,111.27230833333333,39.998730555555554
img_5709.jpg,2017:12:15 10:09:46,111.27230833333333,39.998730555555554
img_5710.jpg,2017:12:15 10:10:19,111.2723,39.998580555555556
img_5711.jpg,2017:12:15 10:10:33,111.2723,39.998580555555556
img_5712.jpg,2017:12:15 10:11:00,111.2723,39.998580555555556
img_5714.jpg,2017:12:15 10:14:26,111.27215555555556,40.00035
img_5715.jpg,2017:12:15 10:14:28,111.27215555555556,40.00035
img_5716.jpg,2017:12:15 10:14:58,111.27214166666667,40.00064166666667
img_5717.jpg,2017:12:15 10:15:00,111.27214166666667,40.00064166666667
img_5718.jpg,2017:12:15 12:05:37,111.27172777777778,40.00169722222222
img_5719.jpg,2017:12:15 12:05:40,111.27173611111111,40.00169722222222
img_5720.jpg,2017:12:15 12:07:10,111.27175277777778,40.00097777777778
img_5721.jpg,2017:12:15 12:14:23,111.24894722222223,39.95733611111111
img_5722.jpg,2017:12:15 12:14:29,111.24816111111112,39.95747777777778
img_5723.jpg,2017:12:15 12:19:38,111.25588888888889,39.92879166666666
img_5724.jpg,2017:12:15 12:19:41,111.255875,39.92879444444444
img_5725.jpg,2017:12:15 12:19:44,111.255875,39.92879444444444
