phmi
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.774703596748289e-44
0.9997164438965058
0.9996834241531527
0.9997166818969145
0.9997880510165634
0.9179322021477563
0.3525002232856848
0.36475979684357135
0.13298119164685282
0.06531973695444307
0.006091714927426599
0.0016890000061896115
0.0013621497984655565
0.0011475171716326888
0.0005416254476965669
0.0005488910774569341
0.0008988989922067514
0.00045786933008038286
0.00027048523877636543
0.00027875791238536206
0.000286337089355181
0.0002938528732260742
0.00014181590466160525
9.024505009312335e-05
4.237331582702728e-05
2.3641940797911356e-05
5.326567317095011e-05
4.996815271799383e-05
2.729727132726079e-05
2.8736106042814968e-05
2.9940836182209572e-05
7.324697399459418e-05
4.145724892046647e-05
4.675206708973275e-06
1.983980516164266e-06
2.2065699572175756e-06
6.023349693535368e-06
5.48270118638977e-06
2.5144030282151095e-06
6.55141808163493e-06
2.0102845001298437e-05
3.25017616983678e-05
7.274009811236588e-06
5.492872587434904e-06
4.960381737854677e-06
2.211151072688098e-06
5.9572699881155265e-06
1.4353782902408553e-05
4.3385899938632653e-05
0.00027693649466488217
0.00022864341577009598
0.00010207930218503503
9.993160823550926e-05
9.864033317345655e-05
4.266596778182036e-05
3.200390312928869e-05
7.831803642604144e-05
3.891990213617968e-05
2.0126115950517735e-05
4.710975751721058e-05
9.750357090003661e-05
9.555234651334433e-05
0.00022415022348677864
7.421935705087539e-05
3.602126950107337e-05
9.660160663767867e-06
5.321222500314814e-06
1.9472662324452928e-05
4.507202116264931e-05
9.420801758420821e-05
9.101735574427784e-05
8.858165318042316e-05
8.679037466610733e-05
3.458685569292253e-05
1.635301696662481e-05
1.7364228681132145e-05
6.714489331898848e-05
0.0005249632653244556
0.00027691525761547407
8.63310358909202e-05
0.00021380078398195888
0.0004888562915520332
0.0001801136570609232
8.518369782589187e-05
8.790398325229405e-05
0.00021544227741051404
0.0004744935515875459
0.00019437870013597672
0.00010268973755121007
0.00010685943365648574
0.0001105904423286944
0.00023474217603949109
9.073955458275357e-05
2.602198055514826e-05
5.857555098534375e-05
0.00011527362470658734
5.501586654438289e-05
1.4463078066283854e-05
3.745279335994684e-05
0.000114735796951142
0.00010403568406808138
0.00010275699819736478
0.00010196543847782977
0.00010154803731714502
0.0001014632395619235
9.588950182710591e-05
2.698913249844438e-05
9.809049817585555e-06
1.0555412089083231e-05
3.487689857132845e-05
9.805158114870949e-05
9.566019316241864e-05
9.383002845170548e-05
0.00022554916562530068
0.0001940171534913289
0.0002104873435664123
0.00018398047527023583
8.254273199558506e-05
0.00020624989559273445
0.00018250574365755366
6.664366884911272e-05
0.0005396485259417286
0.00045955012835818186
