landmark_x,landmark_y
-19.913450726344887,15.006567598310001
-18.889709230640744,15.00582089825058
-17.8659677349366,15.00507419819116
-16.842226239232453,15.004327498131738
-15.818484743528309,15.003580798072317
-14.794743247824165,15.002834098012897
-13.771001752120021,15.002087397953476
-12.747260256415878,15.001340697894056
-11.723518760711732,15.000593997834635
-10.699777265007588,14.999847297775213
-9.676035769303443,14.999100597715794
-8.6522942735993,14.998353897656372
-7.628552777895155,14.99760719759695
-6.60481128219101,14.996860497537531
-5.581069786486866,14.99611379747811
-4.557328290782721,14.995367097418688
-3.533586795078577,14.994620397359268
-2.509845299374433,14.993873697299847
-1.4861038036702894,14.993126997240426
-0.4623623079661421,14.992380297181006
0.5613791877380017,14.991633597121584
1.5851206834421454,14.990886897062165
2.608862179146289,14.990140197002743
3.632603674850433,14.989393496943322
4.656345170554577,14.988646796883902
5.680086666258724,14.98790009682448
6.703828161962868,14.98715339676506
7.727569657667011,14.98640669670564
8.751311153371155,14.985659996646218
9.775052649075299,14.984913296586797
10.798794144779446,14.984166596527377
11.82253564048359,14.983419896467955
12.846277136187734,14.982673196408534
13.870018631891877,14.981926496349114
14.893760127596021,14.981179796289693
15.917501623300165,14.980433096230273
16.94124311900431,14.979686396170852
17.964984614708452,14.97893969611143
18.988726110412603,14.97819299605201
20.01246760611675,14.97744629599259
23.75003344593441,7.71035568848784
22.032741472046993,11.728922991702284
19.160336485434243,15.958974503203027
18.909683102467973,16.173712808934972
19.73716851414728,15.034217082955164
18.641958060202626,16.317426363418498
19.016416079569577,15.793948031839504
18.930275209887654,15.769595010739925
17.503638772078453,17.22571982161007
18.427231039939937,16.038582385650745
18.016660131789923,16.307373849564513
18.05585561578451,16.024127074672148
17.708449247100265,16.145117048701017
17.067023829482117,16.55650799853134
17.387449331414956,15.881030172763149
17.340985450594815,15.584968218530936
-23.165863287805927,13.794440827377002
-23.57240154478557,13.632373825016836
-23.775808351617442,13.801751894110733
-24.004886608250633,13.943516605745822
-24.729198749897776,13.948596242365216
-25.757462339604,13.592355771015496
11.88230325689996,15.305660616474352
9.897542375137805,15.259415640198025
8.541737510077134,15.56159520988277
7.5550793269219225,15.405495804148913
6.82462981122663,15.002344913789253
4.217070253048918,15.217907998728064
3.081137067122788,15.09342555487235
1.6737665782101114,15.178901350276254
0.35123004041231753,15.190520601477724
-0.6042625817363155,14.893821738661739
-1.760916494029684,14.782425408263165
-3.200901110598654,14.906238189468105
-4.133802827374293,14.651794011242885
-5.482172550322126,14.688766497482103
-6.731893392644306,14.645989007637922
-7.874701602793042,14.5568991965569
-9.420998837540012,14.659042922298472
-9.836401089286504,14.228720071814003
-12.441713256790493,14.771137845896408
-12.701678804296844,14.330576996273061
-14.043108318148604,14.339185953382618
-14.911572923563352,14.173992798934668
-16.159227457133813,14.141895634115592
-17.641510326739322,14.151992132141544
-18.464687766491544,14.029536709203766
-20.214222482054716,14.071482623848787
-22.647301298666953,14.05893350308945
-21.324462653720975,13.815145605605556
-22.941272483348556,13.833842747019851
-22.52588625826636,13.676845502625444
-29.686274771050613,-15.520148754290629
-25.38790051041623,-16.267593829928117
-27.07165727522429,-16.32317743175615
-28.652909603224632,-16.340236071210608
-28.128335991347818,-16.54777716088154
-31.32914477711718,-16.357998385745024
-31.414476054181137,-16.62616564905391
-32.489583838672445,-16.72331494506801
-34.465643849112524,-16.588934743594912
-34.97436631049463,-16.85574232472358
-36.966284378444215,-16.634935318393374
-37.681324765063486,-16.885621813253593
-38.949524572921625,-16.93004388027226
-40.15632849044934,-16.975409997885784
-41.375524375808254,-17.02697626667686
-42.56906883489164,-17.101545490746027
-43.689662466401636,-17.187689142480913
-44.971814301080784,-17.189844302751027
-46.17513169278091,-17.254861807275013
-47.46235836071098,-17.265013180630095
-48.58080362892405,-17.371342171439075
-49.87526111798319,-17.33973927340185
-50.80769993122036,-17.59840499560447
-52.18413280047514,-17.525875490606953
-53.3307682072182,-17.63334740063668
-54.50498177538666,-17.716602612049947
-55.74633965910942,-17.73542678583265
-56.97414747374133,-17.781445763192117
-58.24930013446549,-17.752511344930564
-59.350235245408555,-17.91675953407748
-60.51237948631055,-18.02649025751527
-61.797786970701935,-18.00539627079462
-63.01320920038575,-18.05102645213003
-64.2101815666071,-18.076395576153637
-24.832436005844894,-16.199513711580533
-25.437474857419883,-16.236274656330064
-26.03437721519736,-16.265433441842127
-26.655180552534656,-16.337754788326386
-67.16130807840315,-18.306246563134128
-67.73089201582961,-18.359682130698626
-68.43764920993245,-18.263205612435883
-68.95978975135552,-18.39200083224718
-69.65290918165323,-18.314155549242248
-70.20019119968215,-18.408267985594133
-70.82634938105306,-18.401008942701182
-71.38685114177336,-18.479384458629543
-71.96740637465203,-18.520696696609928
-72.57190036054459,-18.55787650454952
-73.20457814863958,-18.553355588726102
-73.8284883444914,-18.566296737630278
-74.45833852373278,-18.57382732339523
-75.01751850610229,-18.641657913180776
-75.60335733369347,-18.684537939702853
-76.24340237477847,-18.68841689725747
-77.39846009708744,-18.77339069086222
-78.03296765676012,-18.78945661697379
-79.21168719015805,-18.881078897554694
-80.38276273820418,-18.95361885198934
-81.63130004882701,-18.960780433514635
-82.78679574742132,-19.057356999057106
-84.04219199325351,-19.081850184348898
-85.2582538778762,-19.14057920094122
-86.42723948201471,-19.208046209100306
-87.63192471945179,-19.27319029095195
-88.82534564642661,-19.346648573614747
-90.05601445395635,-19.371314658348773
-91.25881164618205,-19.451448144649206
-92.43775344044019,-19.52641169100846
-93.63098007294833,-19.588726106990602
-94.86137544232034,-19.6191342446128
-96.0697487171646,-19.681109671552026
-97.27446838230466,-19.736105124742263
-98.43532139383899,-19.84602833650031
-99.68115513767172,-19.874489351873482
-100.84959209515962,-19.952591024920935
-102.06942969995828,-19.993581152591577
-103.27797310998004,-20.05548412414029
-104.50910421659013,-20.090720235748655
-107.53484371415202,-20.23828944921956
-108.09470024235937,-20.29024899581629
-108.69387811628961,-20.332649512883158
-109.3214875042598,-20.339881536272202
-109.89892792416016,-20.388226172480366
-110.54018185094095,-20.375548008540736
-111.11581171909056,-20.443545208196333
-111.71596170191873,-20.46629440137952
-112.30611770934696,-20.508775853194713
-112.91975123451849,-20.533578938620558
-113.54108082640143,-20.54997411356289
-114.14082886625046,-20.581717896247962
-114.73558361809123,-20.607928044908697
-115.34952114345656,-20.628853965612677
-115.94849717477753,-20.667307457233154
-116.53918180256112,-20.710538533675056
-117.74991239660164,-20.76828201760172
-118.34725782951216,-20.797405917762713
-119.55684681177299,-20.854060617236424
-120.77849117255215,-20.8848707545509
-121.96841765724828,-20.976177247170043
-123.16994667936474,-21.038908780811884
-124.37806047269862,-21.085393895352652
-125.60578845459153,-21.135894715988222
-126.77798276206768,-21.216266498753303
-128.01402458317077,-21.230522318004603
-129.1935509855241,-21.31700997734152
-130.40185899627892,-21.381462355918146
-131.60216214563565,-21.44375847106566
-132.8128018227748,-21.498768542598366
-134.02085076152127,-21.55439509038497
-135.22564108331886,-21.624370303505998
-136.4268187362917,-21.668940165332934
-137.62452437330376,-21.74654788903794
-138.83072465728233,-21.792337682908787
