location_x,location_y
-235.06322,-11.279797
-235.66949,-11.308006
-236.27878,-11.332514
-236.87161,-11.362524
-237.46584,-11.391707
-238.07513,-11.422039
-238.68268,-11.450567
-239.2874,-11.478343
-239.89571,-11.508093
-240.51884,-11.534595
-241.12964,-11.565511
-241.71069,-11.591909
-242.30733,-11.619549
-242.90436,-11.647707
-243.51042,-11.677139
-244.10266,-11.705433
-244.70824,-11.733379
-245.3029,-11.758937
-245.89902,-11.786308
-246.51765,-11.817359
-247.13628,-11.846749
-247.73074,-11.873574
-248.33177,-11.903221
-248.94923,-11.934882
-249.54932,-11.961963
-250.15814,-11.988626
-250.76816,-12.017363
-251.38838,-12.048044
-251.97041,-12.074877
-252.55853,-12.10078
-253.16327,-12.129162
-253.75978,-12.158463
-254.3537,-12.184647
-254.96553,-12.214721
-255.56516,-12.243405
-256.16504,-12.272599
-256.75601,-12.300243
-257.358,-12.329339
-257.96646,-12.357749
-258.55527,-12.385189
-259.15845,-12.41102
-259.76797,-12.441208
-260.36221,-12.470749
-260.95947,-12.498632
-261.56464,-12.525284
-262.16971,-12.554701
-262.78726,-12.583372
-263.3732,-12.612468
-263.97525,-12.640589
-264.58914,-12.670764
-265.18768,-12.698116
-265.79062,-12.72504
-266.38617,-12.754523
-266.99966,-12.78162
-267.61298,-12.811094
-268.2135,-12.839154
-268.8197,-12.870281
-269.42865,-12.896843
-270.03589,-12.92645
-270.62851,-12.953754
-271.23703,-12.983316
-271.82803,-13.011841
-272.439,-13.041944
-273.0267,-13.068896
-273.62857,-13.099222
-274.23062,-13.126266
-274.82751,-13.152474
-275.43896,-13.179716
-276.03241,-13.207749
-276.62943,-13.237751
-277.24274,-13.26528
-277.83109,-13.292031
-278.44751,-13.321689
-279.03757,-13.35257
-279.64679,-13.383327
-280.2359,-13.410491
-280.83582,-13.438187
-281.44843,-13.46826
-282.03226,-13.495022
-282.64319,-13.52176
-283.22717,-13.549664
-283.82388,-13.57999
-284.42667,-13.606101
-285.03314,-13.635878
-285.64722,-13.665095
-286.25018,-13.691643
-286.84158,-13.720757
-287.43527,-13.747769
-288.0387,-13.775641
-288.6373,-13.803278
-289.23444,-13.832231
-289.84976,-13.861047
-290.43622,-13.889961
-291.05453,-13.920589
-291.64838,-13.952448
-292.26096,-13.977729
-292.85583,-14.004196
-293.44965,-14.030289
-294.05017,-14.059856
-294.64511,-14.08878
-295.25275,-14.118085
-295.86069,-14.1423
-296.46561,-14.173635
-297.05127,-14.195759
-297.67273,-14.227108
-298.26373,-14.253904
-298.86688,-14.283663
-299.45633,-14.309102
-300.0509,-14.338256
-300.66913,-14.367575
-301.26944,-14.396767
-301.86392,-14.428627
-302.45999,-14.456371
-303.05475,-14.477834
-303.65674,-14.504964
-304.26184,-14.534759
-304.85718,-14.562257
-305.46021,-14.590693
-306.05255,-14.617126
-306.6524,-14.643343
-307.24725,-14.673696
-307.85168,-14.703074
-308.4567,-14.728767
-309.05624,-14.75945
-309.66797,-14.786794
-310.2576,-14.814418
-310.85556,-14.842715
-311.46558,-14.869124
-312.04889,-14.898066
-312.65323,-14.922614
-313.24084,-14.94701
-313.84067,-14.975121
-314.43994,-15.004103
-315.0368,-15.032391
-315.61472,-15.060354
-316.22565,-15.093355
-316.83694,-15.118607
-317.4342,-15.147542
-318.02606,-15.172531
-318.61755,-15.203618
-319.21805,-15.23244
-319.81247,-15.259767
-320.41315,-15.284328
-321.00705,-15.317019
-321.61417,-15.339806
-322.19305,-15.372808
-322.81677,-15.400151
-323.40701,-15.432113
-324.00827,-15.457191
-324.59625,-15.488941
-325.20712,-15.516946
-325.80579,-15.546905
-326.39456,-15.574007
-326.992,-15.603316
-327.57507,-15.629997
-328.19034,-15.656878
-328.78522,-15.686249
-329.38965,-15.711793
-329.987,-15.739507
-330.58627,-15.768761
-331.17905,-15.800921
-331.76813,-15.826031
-332.3739,-15.855043
-332.98141,-15.884458
-333.58817,-15.913702
-334.17938,-15.94051
-334.77396,-15.967319
-335.37222,-15.998229
-335.97992,-16.023518
-336.58243,-16.049263
-337.17969,-16.076494
-337.78436,-16.105156
-338.40222,-16.136011
-338.99884,-16.165283
-339.59937,-16.193399
-340.21484,-16.221344
-340.80319,-16.24651
-341.42078,-16.279339
-342.0116,-16.30518
-342.61673,-16.337019
-343.22214,-16.364677
-343.80154,-16.390945
-344.40265,-16.420729
-344.99698,-16.449064
-345.60263,-16.477835
-346.20392,-16.503609
-346.80334,-16.5298
-347.39664,-16.55851
-347.98801,-16.584291
-348.60095,-16.613737
-349.19815,-16.641703
-349.79453,-16.671001
-350.41339,-16.698036
-351.01147,-16.725939
-351.58661,-16.753235
-352.1868,-16.782223
-352.78372,-16.811377
-353.39188,-16.834322
-354.0069,-16.867474
-354.58868,-16.892811
-355.19507,-16.918919
-355.7883,-16.947092
-356.38824,-16.974125
-357.00229,-17.000578
-357.59735,-17.027809
-358.19229,-17.05595
-358.7944,-17.082443
-359.40314,-17.106981
-359.98981,-17.133764
-360.57928,-17.161339
-361.18854,-17.187651
-361.79633,-17.214266
-362.39114,-17.240295
-362.98462,-17.26705
-363.59641,-17.29439
-364.18671,-17.320183
-364.79141,-17.346512
-365.4007,-17.373384
-366.02161,-17.405399
-366.61914,-17.435154
-367.22983,-17.461184
-367.82599,-17.488184
-368.4241,-17.516045
-369.02505,-17.541056
-369.63733,-17.568249
-370.22742,-17.594057
-370.82114,-17.621037
-371.43979,-17.64506
-372.0358,-17.671196
-372.63809,-17.699846
-373.24896,-17.73189
-373.85464,-17.761185
-374.4516,-17.789066
-375.05246,-17.815271
-375.65527,-17.845125
-376.25995,-17.876354
-376.87039,-17.901154
-377.46298,-17.923534
-378.06323,-17.949039
-378.6669,-17.978735
-379.2811,-18.007408
-379.87946,-18.033764
0.0,0.0
