,X,Y,Z,Classification
2914168,1175382.86,1883462.18,600.71,3
2914225,1175382.87,1882909.99,594.36,2
2914341,1175382.91,1884528.51,593.76,2
2914602,1175382.96,1882579.1400000001,594.32,2
2914909,1175383.02,1883467.03,608.29,4
2915014,1175383.04,1884352.1,639.8000000000001,5
2915067,1175383.05,1884353.6,640.75,5
2915572,1175383.1400000001,1884803.77,633.41,6
2915753,1175383.17,1884727.3,608.65,6
2915935,1175383.19,1883047.56,609.98,4
2916027,1175383.21,1884243.77,661.29,6
2916139,1175383.22,1883084.05,593.0500000000001,2
2916153,1175383.23,1884657.76,618.83,6
2916177,1175383.23,1884017.28,595.92,3
2916215,1175383.23,1883046.0,600.6,3
2916268,1175383.24,1883422.82,593.33,2
2916344,1175383.26,1884746.93,607.74,6
2916641,1175383.31,1884656.6400000001,619.7,6
2916781,1175383.33,1884409.44,592.89,2
2917012,1175383.37,1884021.86,603.23,3
2917057,1175383.3800000001,1884369.24,646.11,5
2917113,1175383.3900000001,1884061.98,593.13,2
2917473,1175383.46,1884396.04,640.99,5
2917610,1175383.48,1883138.43,647.64,5
2917625,1175383.49,1884566.96,621.12,5
2917963,1175383.55,1884949.04,592.73,2
2918016,1175383.56,1883958.44,701.77,5
2918061,1175383.57,1884811.69,633.77,6
2918102,1175383.57,1883117.94,640.69,5
2918153,1175383.58,1883547.92,711.04,6
2918216,1175383.6,1884943.21,592.8000000000001,2
2918322,1175383.61,1883137.05,647.39,5
2918325,1175383.61,1882912.85,594.39,2
2918331,1175383.61,1882813.29,594.3100000000001,2
2918632,1175383.67,1883687.1,630.65,5
2918635,1175383.67,1883618.74,690.27,5
2918643,1175383.67,1883258.76,677.76,5
2918859,1175383.71,1884366.3,646.34,5
2918926,1175383.72,1884389.67,639.77,5
2919191,1175383.76,1883835.19,594.67,2
2919264,1175383.77,1883975.9100000001,662.58,5
2919714,1175383.84,1883218.9000000001,661.15,6
2920174,1175383.92,1883703.34,627.4300000000001,5
2920195,1175383.92,1883319.96,625.51,5
2920763,1175384.03,1883961.82,712.01,6
2920840,1175384.04,1883079.86,592.74,2
2920896,1175384.06,1884892.84,646.87,6
2921000,1175384.09,1884996.79,610.0500000000001,4
2921186,1175384.1300000001,1883242.0,669.37,5
2921543,1175384.22,1883618.25,685.73,5
2922050,1175384.34,1883670.9000000001,634.74,5
2922364,1175384.4000000001,1882530.7,594.64,2
2922384,1175384.41,1884339.43,622.45,5
2922432,1175384.41,1882860.87,594.45,2
2922539,1175384.43,1883674.0,637.96,5
2922640,1175384.45,1884836.99,593.84,2
2923051,1175384.5,1883695.46,628.42,5
2923461,1175384.55,1883753.6300000001,593.0,2
2923582,1175384.57,1884721.6500000001,608.64,6
2923794,1175384.59,1883108.57,592.88,2
2923943,1175384.61,1883054.22,617.23,5
2924036,1175384.6300000001,1883726.31,592.89,2
2924757,1175384.74,1884078.59,592.6800000000001,2
2924776,1175384.74,1883630.84,613.65,4
2924928,1175384.77,1884660.18,617.4,6
2924990,1175384.78,1884430.3800000001,592.89,2
2925018,1175384.78,1883174.35,648.78,5
2925132,1175384.8,1883182.85,661.2,6
2925268,1175384.83,1884351.92,625.14,5
2925338,1175384.84,1883716.33,612.44,4
2925465,1175384.87,1883868.12,711.58,6
2925626,1175384.9000000001,1883326.02,594.49,2
2926137,1175385.01,1884382.59,644.22,5
2926495,1175385.08,1882858.1400000001,594.53,2
2926853,1175385.1500000001,1883532.7,710.91,6
2927050,1175385.18,1883459.4000000001,603.52,3
2927062,1175385.18,1883148.47,624.5,5
2927192,1175385.2,1882518.42,594.45,2
2927197,1175385.21,1884743.21,607.72,6
2927258,1175385.22,1884816.75,593.6800000000001,2
2927753,1175385.3,1883976.52,643.12,5
2927832,1175385.31,1883236.34,677.78,6
2927931,1175385.33,1884089.95,598.17,3
2927987,1175385.34,1883673.3,636.71,5
2928056,1175385.35,1882769.1300000001,594.35,2
2928323,1175385.4000000001,1883693.31,617.65,5
2928338,1175385.4000000001,1883320.1400000001,628.41,5
2928366,1175385.41,1884399.27,592.73,2
2928983,1175385.53,1884009.25,594.53,2
2929083,1175385.55,1883174.33,617.6,5
2929109,1175385.56,1884383.1400000001,645.15,5
2929265,1175385.59,1883467.53,603.9,3
2929785,1175385.71,1883878.69,711.51,6
2929917,1175385.74,1884193.56,602.41,3
2930007,1175385.76,1884555.69,622.09,5
2930203,1175385.8,1884810.3,633.64,6
2930319,1175385.82,1883905.3800000001,711.8100000000001,6
2930908,1175385.92,1883712.97,625.08,5
2931034,1175385.94,1884164.6300000001,592.88,2
2931697,1175386.03,1883136.07,594.14,2
2931734,1175386.04,1883723.1,614.74,5
2931826,1175386.06,1884515.6,593.53,2
2931882,1175386.06,1883046.99,598.85,3
2931895,1175386.06,1882796.6600000001,594.1800000000001,2
2932065,1175386.09,1883976.6300000001,634.8100000000001,5
2932215,1175386.11,1883744.25,592.54,2
2932458,1175386.1500000001,1884202.6600000001,661.32,6
2932730,1175386.19,1883149.78,654.25,5
2932767,1175386.2,1883639.61,626.96,5
2933141,1175386.27,1883319.99,604.62,3
2933648,1175386.3900000001,1883128.01,647.17,5
2933851,1175386.44,1883319.8800000001,601.14,3
2933862,1175386.44,1882939.49,594.76,2
2934168,1175386.52,1883474.78,609.48,4
2934203,1175386.53,1884328.26,661.29,6
2934244,1175386.54,1884358.75,630.73,5
2934550,1175386.61,1884300.85,661.4,6
2934603,1175386.62,1884269.79,661.37,5
2934692,1175386.6300000001,1883619.68,668.5500000000001,5
2934798,1175386.6500000001,1883477.2,609.5600000000001,4
2935051,1175386.7,1884487.46,593.38,2
2935204,1175386.72,1883067.67,604.38,4
2935262,1175386.73,1883047.84,613.03,4
2935314,1175386.75,1884813.3800000001,631.26,5
2935651,1175386.8,1883221.8,661.08,6
2935777,1175386.82,1883706.34,608.33,4
2935972,1175386.85,1883635.58,627.77,5
2936130,1175386.8800000001,1884656.1500000001,619.52,6
2936208,1175386.8900000001,1883642.3800000001,614.78,5
2936467,1175386.94,1883976.1500000001,609.4,4
2936610,1175386.97,1884734.6300000001,607.89,6
2936733,1175386.99,1884394.95,636.53,5
2936786,1175387.0,1884031.6600000001,594.3000000000001,2
2936976,1175387.04,1883977.18,702.24,5
2937353,1175387.1400000001,1884793.76,633.46,6
2937379,1175387.1400000001,1883490.32,605.96,4
2937540,1175387.17,1882582.85,594.23,2
2937786,1175387.23,1883904.24,701.97,6
2938477,1175387.36,1883975.7,631.72,5
2938780,1175387.4000000001,1883061.71,614.1800000000001,5
2938930,1175387.43,1884832.58,593.79,2
2939388,1175387.49,1884397.73,631.63,5
2939625,1175387.52,1883229.67,661.01,6
2939760,1175387.54,1883082.6500000001,592.96,2
2939912,1175387.57,1884223.6,661.25,6
2940085,1175387.6,1884930.02,636.97,5
2940129,1175387.6,1883406.82,595.97,3
2940384,1175387.66,1884996.46,595.53,3
2940608,1175387.7,1884049.05,593.7,2
2940613,1175387.7,1883976.24,674.67,5
2940663,1175387.71,1883648.79,619.32,5
2940816,1175387.74,1883146.7,655.51,5
2941006,1175387.79,1884930.86,615.9,5
2941025,1175387.79,1883913.76,701.98,6
2941408,1175387.8800000001,1884118.32,598.39,3
2941444,1175387.8900000001,1884771.85,633.6,6
2942633,1175388.1300000001,1883668.8900000001,640.82,5
2942924,1175388.18,1882800.9000000001,594.25,2
2943146,1175388.23,1883975.26,666.75,5
2943261,1175388.25,1884106.67,593.77,2
2943366,1175388.27,1884218.5,661.3000000000001,6
2943697,1175388.33,1884076.59,592.61,2
2943845,1175388.36,1883385.23,592.87,2
2944310,1175388.45,1882639.94,594.62,2
2944466,1175388.49,1883651.6400000001,603.0600000000001,3
2944887,1175388.59,1883482.3,605.9300000000001,4
2944949,1175388.61,1884339.77,656.14,5
2944958,1175388.61,1883590.51,710.97,6
2944997,1175388.62,1883537.71,710.96,6
2945205,1175388.66,1882870.8800000001,594.4300000000001,2
2945655,1175388.75,1883137.8900000001,648.4300000000001,5
2945843,1175388.79,1884378.19,641.9300000000001,5
2945851,1175388.79,1884269.12,661.36,6
2945949,1175388.8,1882868.1,594.42,2
2946002,1175388.81,1883280.2,661.13,6
2946020,1175388.82,1884297.1300000001,661.5500000000001,6
2946079,1175388.83,1884271.92,661.39,6
2946147,1175388.84,1883767.34,594.01,2
2946235,1175388.85,1883150.75,653.39,5
2946433,1175388.8900000001,1884930.4000000001,645.34,5
2946472,1175388.8900000001,1883480.31,609.19,4
2946927,1175388.97,1884346.8800000001,624.12,5
2946964,1175388.97,1883619.23,649.79,5
2947664,1175389.08,1884986.48,602.5600000000001,3
2947842,1175389.11,1884434.01,596.36,3
2947927,1175389.12,1883724.74,592.9,2
2947945,1175389.12,1883151.26,650.88,5
2947949,1175389.12,1883039.3800000001,594.85,2
2948267,1175389.19,1884361.09,620.59,5
2948969,1175389.36,1883543.58,711.01,6
2949066,1175389.3900000001,1883672.1300000001,634.01,5
2949369,1175389.47,1884839.87,593.6,2
2949562,1175389.51,1883695.1500000001,632.6800000000001,5
2949949,1175389.58,1883716.3900000001,626.23,5
2950039,1175389.59,1883174.28,641.69,5
2950330,1175389.6400000001,1883422.04,596.67,3
2950354,1175389.6500000001,1884251.02,661.38,6
2950554,1175389.68,1883203.84,661.0600000000001,6
2950571,1175389.69,1884433.32,592.9300000000001,2
2950882,1175389.73,1883048.53,601.4300000000001,3
2950892,1175389.74,1884402.95,592.74,2
2950935,1175389.74,1883121.49,642.85,5
2951397,1175389.83,1883632.7,615.76,5
2951591,1175389.87,1883643.58,617.62,5
2951606,1175389.87,1883149.33,650.4300000000001,5
2951781,1175389.91,1883644.87,617.63,5
2952302,1175390.02,1884811.03,633.91,6
2952419,1175390.04,1883693.48,627.75,5
2952439,1175390.04,1882917.96,594.48,2
2952734,1175390.11,1884803.75,633.88,6
2953006,1175390.16,1884574.21,624.03,5
2953437,1175390.23,1884536.5,593.61,2
2953495,1175390.24,1884499.68,593.5500000000001,2
2953498,1175390.24,1884359.01,641.4,5
2953509,1175390.24,1884274.11,661.38,6
2954276,1175390.36,1884822.45,593.67,2
2954319,1175390.36,1883660.78,636.58,5
2954357,1175390.37,1884460.0,592.78,2
2954711,1175390.42,1883143.1300000001,594.5500000000001,2
2954727,1175390.43,1884821.72,593.6800000000001,2
2954854,1175390.45,1884667.9100000001,614.22,6
2955343,1175390.54,1884890.79,646.79,6
2955422,1175390.55,1883628.32,618.48,5
2955451,1175390.56,1883975.6300000001,609.16,4
2955538,1175390.58,1883355.69,593.09,2
2955746,1175390.6400000001,1884644.01,619.53,6
2955823,1175390.66,1883951.97,702.04,6
2956106,1175390.74,1884785.6600000001,633.6,6
2956444,1175390.82,1883146.27,639.54,5
2956593,1175390.86,1883485.75,609.22,4
2956601,1175390.86,1883122.95,646.49,5
2956606,1175390.86,1882507.59,594.29,2
2956627,1175390.87,1883873.28,701.85,6
2956630,1175390.87,1883672.27,635.95,5
2956698,1175390.8900000001,1884768.98,633.66,6
2957104,1175390.97,1883883.36,701.91,6
2957260,1175391.0,1884091.19,599.23,3
2957377,1175391.02,1883784.62,594.67,2
2957382,1175391.02,1883680.43,636.23,5
2957699,1175391.08,1883791.18,594.69,2
2957813,1175391.1,1883976.17,648.5,5
2958044,1175391.1400000001,1884738.98,607.8100000000001,6
2958281,1175391.17,1883041.4000000001,594.88,2
2958358,1175391.18,1882700.58,594.23,2
2958494,1175391.21,1884202.6400000001,661.35,6
2959314,1175391.34,1882971.53,594.42,2
2959444,1175391.37,1884980.28,606.19,4
2959554,1175391.3800000001,1882613.82,594.3000000000001,2
2959763,1175391.43,1883983.95,594.79,2
2959809,1175391.44,1884016.42,594.41,2
2960301,1175391.53,1883549.22,702.02,5
2960336,1175391.54,1884380.9100000001,642.7,5
2960517,1175391.57,1883584.25,701.99,5
2960624,1175391.59,1883703.0,637.98,5
2961158,1175391.69,1883469.93,609.2,4
2961619,1175391.78,1884754.08,607.78,6
2961990,1175391.85,1883381.79,596.58,3
2962038,1175391.86,1883320.19,618.82,5
2962206,1175391.9000000001,1884389.93,593.04,2
2962508,1175391.96,1883761.53,593.23,2
2962568,1175391.98,1884894.26,646.76,6
2962825,1175392.03,1882680.46,594.13,2
2962906,1175392.06,1884559.29,622.4300000000001,6
2963664,1175392.24,1882868.83,594.4300000000001,2
2963678,1175392.25,1884370.97,641.19,5
2964197,1175392.35,1883320.75,624.38,5
2964214,1175392.36,1884389.94,634.64,5
2964290,1175392.37,1883687.82,637.63,5
2964357,1175392.3800000001,1883526.9000000001,710.94,6
2964429,1175392.3900000001,1883532.73,711.03,6
2964496,1175392.4000000001,1883479.35,608.78,4
2964572,1175392.41,1883521.24,711.0500000000001,5
2964791,1175392.44,1883464.32,602.28,3
2965447,1175392.54,1883824.96,594.46,2
2965599,1175392.56,1883799.77,594.63,2
2965660,1175392.57,1884206.96,661.37,6
2965731,1175392.58,1884231.43,661.44,6
2965863,1175392.6,1884701.44,608.7,6
2965957,1175392.61,1884347.71,623.02,5
2966207,1175392.6400000001,1883153.77,645.96,5
2966267,1175392.6500000001,1883104.4000000001,593.16,2
2966453,1175392.68,1884358.18,593.76,2
2966582,1175392.7,1884689.19,607.83,6
2966812,1175392.74,1884929.8800000001,616.59,5
2967501,1175392.87,1883943.3,702.25,6
2968120,1175393.02,1883580.67,701.94,5
2968143,1175393.03,1884847.17,593.61,2
2968175,1175393.03,1883545.78,711.09,6
2968262,1175393.05,1883542.18,711.1,6
2969630,1175393.32,1883655.52,635.98,5
2969677,1175393.33,1883737.06,592.5,2
2969726,1175393.34,1883976.5,619.1,5
2969980,1175393.3900000001,1883697.98,635.07,5
2970027,1175393.4000000001,1884066.3,592.89,2
2970077,1175393.41,1883747.96,592.71,2
2970080,1175393.41,1883724.71,592.84,2
2970334,1175393.46,1883350.61,593.13,2
2970377,1175393.47,1884030.19,594.3100000000001,2
2970839,1175393.57,1883628.53,618.41,5
2970867,1175393.58,1884568.2,618.3100000000001,5
2970919,1175393.59,1884385.2,638.75,5
2971002,1175393.6,1882982.25,594.28,2
2971105,1175393.62,1883151.33,635.24,5
2971116,1175393.62,1882947.55,594.66,2
2971390,1175393.68,1883581.36,701.9300000000001,5
2971396,1175393.68,1883385.4000000001,597.23,3
2971765,1175393.75,1883540.1400000001,701.96,5
2971853,1175393.77,1884767.74,633.8000000000001,6
2971862,1175393.77,1884377.87,623.47,5
2971950,1175393.78,1883320.49,653.69,5
2972039,1175393.8,1884164.49,597.28,3
2972157,1175393.82,1884783.6400000001,633.66,6
2972470,1175393.86,1883701.6400000001,632.5,5
2972613,1175393.8800000001,1883633.94,609.66,4
2972614,1175393.8800000001,1883501.67,609.07,4
2972961,1175393.93,1883706.01,608.76,4
2973024,1175393.94,1883804.06,594.59,2
2973188,1175393.96,1883151.86,594.6,2
2973460,1175394.0,1883460.8,601.45,3
2973813,1175394.06,1884224.98,661.4,6
2973943,1175394.08,1883669.9000000001,593.84,2
2974209,1175394.12,1883419.81,597.88,3
2975061,1175394.3,1883656.1600000001,629.67,5
2975132,1175394.32,1883925.21,702.3000000000001,6
2975142,1175394.32,1883541.94,711.1800000000001,5
2975304,1175394.36,1883906.42,702.3000000000001,6
2975407,1175394.3900000001,1884887.9000000001,645.85,5
2975443,1175394.3900000001,1883139.22,650.84,5
2975486,1175394.4000000001,1882907.1600000001,594.42,2
2975710,1175394.46,1883975.1500000001,668.37,5
2976005,1175394.52,1883976.09,676.9,5
2976247,1175394.57,1884298.73,661.53,6
2976256,1175394.57,1883975.73,639.64,5
2976384,1175394.6,1884465.04,592.85,2
2976623,1175394.6400000001,1883971.49,639.19,5
2976798,1175394.67,1883973.8,638.84,5
2976820,1175394.67,1883619.42,651.72,5
2976954,1175394.69,1883321.09,601.71,3
2977030,1175394.71,1884928.95,647.09,5
2977113,1175394.72,1883945.0,610.1,4
2977587,1175394.78,1883184.25,661.1,6
2977673,1175394.8,1884370.74,634.48,5
2977827,1175394.82,1884379.8,634.62,5
2977860,1175394.82,1883636.61,613.5600000000001,4
2977962,1175394.83,1882699.1500000001,594.2,2
2978032,1175394.84,1883130.4000000001,647.1,5
2978264,1175394.8800000001,1884930.98,628.72,5
2978489,1175394.91,1883619.1500000001,635.27,5
2978762,1175394.95,1883076.4000000001,595.63,3
2978780,1175394.96,1884348.05,594.16,2
2978849,1175394.97,1884651.86,619.44,6
2978870,1175394.97,1883974.25,682.16,5
2978979,1175394.99,1884593.9000000001,624.9,5
2979074,1175395.0,1883150.59,643.24,5
2979470,1175395.07,1883963.25,618.87,5
2979481,1175395.07,1883946.8800000001,702.07,6
2979675,1175395.1,1883479.3,604.8000000000001,4
2979985,1175395.1500000001,1883464.83,602.23,3
2980008,1175395.16,1884813.78,634.7,5
2980537,1175395.23,1883655.02,630.91,5
2980575,1175395.24,1884355.26,631.9300000000001,5
2980722,1175395.25,1883475.17,603.22,3
2980835,1175395.26,1883115.35,631.77,5
2980867,1175395.27,1883944.51,618.39,5
2981103,1175395.3,1884304.4100000001,661.52,6
2981423,1175395.34,1884377.03,636.28,5
2981620,1175395.36,1883949.53,648.08,5
2981762,1175395.37,1882820.52,594.45,2
2981925,1175395.4000000001,1884761.36,608.11,4
2982204,1175395.43,1883430.05,593.39,2
2982246,1175395.44,1883960.21,652.49,5
2982279,1175395.44,1883462.3,599.24,3
2982361,1175395.45,1883320.29,615.6800000000001,5
2982516,1175395.47,1883628.6500000001,618.5,5
2982756,1175395.5,1883967.03,648.5600000000001,5
2983010,1175395.53,1883650.34,614.49,5
2983384,1175395.58,1883399.0,593.01,2
2983458,1175395.59,1883121.4100000001,644.49,5
2983483,1175395.6,1884628.75,619.44,6
2983534,1175395.6,1883193.7,661.0600000000001,6
2983697,1175395.6300000001,1884054.02,593.38,2
2984005,1175395.67,1883140.82,638.61,5
2984137,1175395.7,1883945.28,657.0,5
2984253,1175395.72,1883911.62,607.62,4
2984493,1175395.76,1883644.93,621.13,5
2984578,1175395.78,1883942.42,642.6800000000001,5
2985055,1175395.86,1883583.69,701.91,6
2985303,1175395.91,1884189.81,594.22,2
2985332,1175395.91,1883711.79,632.74,5
2985590,1175395.95,1883949.72,686.34,5
2985682,1175395.96,1883689.6,623.39,5
2986036,1175396.01,1883680.29,642.96,5
2986289,1175396.04,1884819.1300000001,608.4300000000001,4
2986301,1175396.04,1884339.79,661.74,5
2986424,1175396.05,1883471.83,601.86,3
2987069,1175396.1300000001,1884125.58,592.86,2
2987213,1175396.1500000001,1884373.74,625.44,5
2987658,1175396.2,1883929.06,615.34,5
2987672,1175396.2,1883674.02,642.12,5
2987849,1175396.22,1882693.5,594.14,2
2987995,1175396.24,1883669.1300000001,637.72,5
2988368,1175396.29,1884733.45,608.1800000000001,4
2988394,1175396.29,1883934.51,644.0,5
2988584,1175396.32,1884628.1,619.48,6
2988629,1175396.32,1883618.18,605.09,4
2988688,1175396.33,1883923.6500000001,620.1,5
2989243,1175396.41,1883928.86,641.8100000000001,5
2989478,1175396.45,1884987.08,594.62,3
2989694,1175396.48,1884948.31,593.24,2
2989700,1175396.48,1884370.99,640.4300000000001,5
2989772,1175396.49,1883913.94,622.8100000000001,5
2990024,1175396.52,1883113.54,631.58,5
2990034,1175396.53,1884944.27,605.48,4
2990489,1175396.59,1883898.85,594.78,2
2990618,1175396.61,1883913.71,702.21,6
2990781,1175396.6300000001,1883916.98,674.41,5
2990867,1175396.6400000001,1883546.74,701.86,6
2991064,1175396.67,1883645.29,618.28,5
2991200,1175396.69,1883174.29,637.46,5
2991299,1175396.71,1884594.03,625.3100000000001,5
2991383,1175396.72,1884308.69,661.5600000000001,6
2991793,1175396.77,1883413.94,597.5600000000001,3
2992033,1175396.8,1883174.6400000001,625.67,5
2992142,1175396.82,1883910.21,660.72,5
2992580,1175396.8800000001,1883670.99,637.75,5
2992683,1175396.9000000001,1884732.72,609.87,4
2992793,1175396.91,1883631.08,631.51,5
2992801,1175396.91,1883410.31,599.13,3
2992927,1175396.93,1884223.62,661.48,6
2993755,1175397.04,1883319.82,654.07,5
2993897,1175397.06,1883127.81,648.7,5
2993917,1175397.07,1884615.81,619.72,6
2993963,1175397.07,1883131.67,640.77,5
2993987,1175397.08,1883894.99,631.59,5
2994247,1175397.12,1884980.26,605.5600000000001,4
2994470,1175397.1500000001,1883885.67,635.44,5
2994912,1175397.22,1884550.77,626.0600000000001,5
2994991,1175397.23,1883899.5,657.76,5
2995155,1175397.25,1883151.33,625.85,5
2995313,1175397.28,1884949.62,594.76,3
2995321,1175397.28,1884545.93,617.94,5
2995358,1175397.28,1883672.9100000001,640.71,5
2995832,1175397.36,1884807.5,633.88,6
2995902,1175397.37,1884965.51,606.29,4
2995933,1175397.37,1883868.74,611.94,4
2996000,1175397.3800000001,1883890.57,646.71,5
2996079,1175397.3900000001,1883884.4000000001,630.11,5
2996594,1175397.46,1884372.18,635.98,5
2996725,1175397.47,1883528.72,701.89,6
2997004,1175397.51,1883876.43,662.47,5
2997734,1175397.6,1883436.51,593.48,2
2997844,1175397.62,1884997.6,598.7,3
2998133,1175397.6500000001,1883869.98,659.14,5
2998217,1175397.66,1883886.74,643.99,5
2998447,1175397.69,1883860.03,664.0600000000001,5
2998577,1175397.71,1884716.4100000001,608.35,6
2998629,1175397.71,1883628.67,632.3000000000001,5
2998913,1175397.75,1884350.82,594.04,2
2999009,1175397.76,1883419.05,597.67,3
2999253,1175397.8,1884997.8800000001,593.41,2
2999287,1175397.8,1883698.11,632.02,5
2999475,1175397.83,1883865.78,638.89,5
2999499,1175397.83,1883635.8900000001,622.48,5
2999506,1175397.83,1883138.99,651.0,5
2999720,1175397.87,1884963.05,608.97,4
2999829,1175397.8800000001,1883145.84,645.78,5
2999911,1175397.9000000001,1884981.76,607.3000000000001,4
3000194,1175397.94,1882965.59,594.5,2
3000552,1175398.01,1884889.35,599.09,3
3000710,1175398.03,1882584.45,594.1800000000001,2
3000881,1175398.07,1883608.28,701.76,6
3001058,1175398.1,1883540.34,701.97,6
3001307,1175398.1400000001,1883175.1600000001,617.3100000000001,5
3001570,1175398.19,1884381.7,642.69,5
3001634,1175398.2,1884855.1600000001,593.65,2
3001682,1175398.2,1883633.42,622.23,5
3001726,1175398.21,1884357.6400000001,633.71,5
3001906,1175398.23,1883122.06,633.8100000000001,5
3001919,1175398.24,1884761.57,618.72,5
3002070,1175398.25,1882855.85,594.5600000000001,2
3002105,1175398.26,1883712.1300000001,630.4,5
3002201,1175398.28,1884749.1,607.87,6
3002246,1175398.28,1883461.11,594.02,2
3002435,1175398.32,1884473.04,593.12,2
3002488,1175398.33,1884733.86,609.67,4
3002511,1175398.33,1883781.02,594.4300000000001,2
3002662,1175398.36,1884361.25,634.41,5
3002674,1175398.36,1883863.42,637.42,5
3003032,1175398.42,1884907.26,646.89,6
3003375,1175398.48,1884762.21,632.21,5
3003484,1175398.5,1884597.2,619.79,6
3003519,1175398.51,1884547.96,623.0,6
3003587,1175398.52,1883141.45,650.11,5
3003723,1175398.55,1883023.35,594.53,2
3004047,1175398.6300000001,1883940.37,702.25,5
3004102,1175398.6400000001,1883423.54,593.39,2
3004118,1175398.6400000001,1882599.54,594.15,2
3004168,1175398.66,1884982.55,602.26,3
3004546,1175398.75,1884545.94,618.19,5
3004720,1175398.78,1882917.31,594.44,2
3004909,1175398.83,1884963.6300000001,606.35,4
3005052,1175398.86,1884818.2,593.48,2
3005586,1175398.95,1884282.06,661.62,6
3005814,1175398.99,1884519.95,593.5,2
3005924,1175399.01,1884387.6,637.86,5
3006033,1175399.03,1884339.6400000001,644.52,5
3006189,1175399.05,1882722.9100000001,594.4300000000001,2
3006345,1175399.08,1883371.37,597.61,3
3006353,1175399.08,1883115.73,632.85,5
3006394,1175399.09,1883321.01,617.63,5
3006414,1175399.1,1884942.86,606.02,4
3006524,1175399.11,1883618.21,618.44,5
3006586,1175399.12,1883203.82,660.92,6
3006659,1175399.1300000001,1882744.6500000001,594.64,2
3007100,1175399.21,1884891.44,646.66,6
3007288,1175399.24,1883641.34,626.95,5
3007405,1175399.26,1884353.73,595.36,3
3007511,1175399.28,1884007.03,594.3100000000001,2
3007634,1175399.3,1883989.02,594.54,2
3007886,1175399.35,1884945.8,604.1800000000001,4
3008270,1175399.43,1884554.37,622.83,6
3008312,1175399.43,1882581.44,594.19,2
3008361,1175399.44,1882551.85,594.65,2
3008467,1175399.47,1883720.44,613.59,5
3008511,1175399.48,1884339.93,638.8100000000001,5
3008808,1175399.54,1883248.68,677.6,6
3008938,1175399.57,1884873.2,592.9300000000001,2
3009159,1175399.61,1884886.59,598.85,3
3009170,1175399.61,1884336.24,661.7,6
3009213,1175399.62,1884882.32,596.14,3
3009697,1175399.71,1883783.12,594.41,2
3009789,1175399.73,1884339.02,610.87,4
3009827,1175399.73,1882730.9000000001,594.5500000000001,2
3010139,1175399.8,1884739.67,607.95,6
3010144,1175399.8,1884381.29,639.37,5
3010439,1175399.85,1882759.24,594.53,2
3010634,1175399.8900000001,1883320.25,623.32,5
3010732,1175399.91,1882670.26,594.29,2
3011161,1175400.0,1883377.29,593.0500000000001,2
3011252,1175400.02,1884320.8900000001,603.91,3
3011274,1175400.03,1884963.42,608.72,4
3011448,1175400.06,1884302.47,594.42,7
3011549,1175400.09,1884941.75,594.62,3
3011562,1175400.09,1884329.1,597.47,3
3011625,1175400.1,1883174.47,634.69,5
3012010,1175400.19,1883499.58,594.83,2
3012161,1175400.23,1883946.42,594.52,2
3012657,1175400.33,1884321.5,652.04,5
3012748,1175400.34,1883655.47,638.17,5
3012828,1175400.35,1883513.72,594.6,7
3012906,1175400.36,1883259.37,660.98,5
3013241,1175400.41,1883507.78,701.79,6
3013334,1175400.42,1883174.04,631.5500000000001,5
3013360,1175400.43,1884371.86,637.48,5
3013564,1175400.45,1883233.55,663.1,5
3014016,1175400.51,1884381.26,637.19,5
3014075,1175400.51,1882751.77,594.59,2
3014098,1175400.52,1884338.76,615.89,5
3014232,1175400.53,1882759.78,594.49,2
3014415,1175400.56,1884310.28,619.54,5
3014433,1175400.56,1883707.3,607.1,4
3014568,1175400.57,1882717.27,594.34,2
3014624,1175400.58,1883718.19,620.79,5
3014928,1175400.62,1884586.83,622.84,6
3015115,1175400.6400000001,1883702.7,632.51,5
3015155,1175400.6500000001,1884308.44,641.17,5
3015330,1175400.67,1884045.37,593.6,2
3015372,1175400.68,1884392.1500000001,592.78,2
3015670,1175400.71,1883019.07,594.49,2
3016317,1175400.82,1884291.21,594.75,2
3016623,1175400.8800000001,1884313.09,605.85,4
3016736,1175400.9000000001,1883969.45,594.53,2
3017059,1175400.97,1884300.8,608.64,4
3017153,1175400.99,1883895.2,594.66,2
3017203,1175401.0,1884316.44,609.03,4
3018209,1175401.18,1884479.51,593.25,2
3018239,1175401.18,1884291.82,630.47,5
3019208,1175401.31,1883008.98,594.52,2
3019327,1175401.33,1883734.2,592.63,2
3019553,1175401.36,1883045.68,600.39,3
3019625,1175401.3800000001,1884402.36,592.88,2
3019810,1175401.41,1884981.81,601.66,3
3019867,1175401.41,1883135.79,650.84,5
3019869,1175401.41,1883121.08,638.16,5
3020293,1175401.49,1884980.1600000001,605.27,4
3020540,1175401.53,1884285.05,595.84,3
3020891,1175401.59,1883138.67,642.45,5
3020940,1175401.6,1883679.48,643.03,5
3020947,1175401.6,1883613.96,701.82,6
3021341,1175401.67,1884292.22,637.0,5
3021606,1175401.71,1883679.01,641.57,5
3021641,1175401.72,1884990.4000000001,604.14,4
3021682,1175401.72,1883658.9100000001,593.6,2
3021773,1175401.73,1883142.71,645.19,5
3021918,1175401.76,1884805.1500000001,634.0600000000001,6
3022016,1175401.77,1884274.74,608.92,4
3022706,1175401.86,1884361.37,629.8000000000001,5
3022722,1175401.86,1884245.8800000001,597.61,3
3022753,1175401.86,1883258.6,663.2,5
