,X,Y,Z,Classification
12490622,1176916.1500000001,1884145.86,594.62,2
12490739,1176916.17,1883847.57,594.27,2
12491193,1176916.24,1883408.97,618.33,5
12491354,1176916.26,1882950.6500000001,608.83,4
12491656,1176916.31,1884800.96,593.65,2
12492556,1176916.45,1883721.17,594.25,2
12493046,1176916.52,1882739.6400000001,625.79,5
12493121,1176916.54,1884998.05,593.74,2
12493230,1176916.56,1884386.97,594.22,2
12493276,1176916.57,1884933.8800000001,632.23,5
12493278,1176916.57,1884642.09,593.53,2
12493724,1176916.6400000001,1882507.6,622.49,5
12493868,1176916.67,1883507.62,622.67,5
12493930,1176916.68,1883508.45,622.78,5
12494142,1176916.71,1882510.23,609.28,4
12494276,1176916.74,1882871.1600000001,594.92,2
12494494,1176916.78,1882871.04,614.36,4
12494689,1176916.82,1883183.71,594.16,2
12494931,1176916.87,1883460.44,621.17,5
12495144,1176916.91,1882653.3800000001,618.97,5
12495172,1176916.92,1883346.6500000001,620.07,5
12495342,1176916.96,1883467.53,625.45,5
12495569,1176917.0,1882981.86,611.19,4
12495624,1176917.01,1882580.71,618.78,5
12495701,1176917.03,1883350.36,623.08,5
12495704,1176917.03,1883204.17,628.24,5
12495798,1176917.05,1883463.59,603.46,3
12495986,1176917.09,1883511.6500000001,618.65,5
12496324,1176917.1500000001,1883041.49,594.85,2
12496328,1176917.1500000001,1882949.82,609.8100000000001,4
12496448,1176917.17,1882986.05,610.03,4
12496792,1176917.24,1883346.46,589.27,2
12496860,1176917.25,1882706.46,632.24,5
12496994,1176917.28,1884348.75,594.24,2
12497177,1176917.31,1884618.18,593.57,2
12497690,1176917.3800000001,1884964.1400000001,593.51,2
12497838,1176917.3900000001,1882517.42,612.59,4
12498031,1176917.42,1883448.5,621.78,5
12498199,1176917.44,1883225.35,604.14,4
12498443,1176917.48,1884587.84,593.54,2
12498852,1176917.53,1883364.9000000001,617.14,5
12499279,1176917.59,1882510.21,622.3100000000001,5
12499518,1176917.6300000001,1882722.72,624.71,5
12499671,1176917.66,1882735.72,623.41,5
12499957,1176917.72,1883257.11,605.28,4
12500176,1176917.77,1883393.69,614.0600000000001,5
12500181,1176917.77,1883356.7,624.99,5
12500233,1176917.78,1883393.21,611.6,5
12500780,1176917.9000000001,1884996.6400000001,593.78,2
12500935,1176917.93,1884666.6300000001,593.54,2
12500965,1176917.93,1883016.17,594.91,2
12501240,1176917.99,1884949.9000000001,627.89,5
12501377,1176918.01,1883232.34,626.1,5
12501556,1176918.04,1882724.97,636.34,5
12501898,1176918.1,1882593.6600000001,595.16,2
12501975,1176918.12,1884957.6300000001,593.49,2
12502192,1176918.16,1883496.9000000001,623.86,5
12502637,1176918.25,1883521.04,594.87,2
12502997,1176918.32,1883405.43,615.67,5
12503097,1176918.34,1883350.95,589.08,2
12503266,1176918.3800000001,1883495.73,621.78,5
12503578,1176918.44,1883118.07,593.97,2
12503828,1176918.49,1884466.53,593.14,2
12503879,1176918.5,1884802.98,593.7,2
12504233,1176918.56,1884369.79,594.16,2
12504660,1176918.6300000001,1883371.1600000001,610.37,5
12504670,1176918.6300000001,1883226.9100000001,627.03,5
12504680,1176918.6300000001,1882795.78,640.16,5
12504706,1176918.6400000001,1884418.06,594.73,2
12504857,1176918.66,1883233.78,608.08,4
12505194,1176918.71,1883224.61,620.15,5
12505557,1176918.76,1882513.12,622.54,5
12505753,1176918.79,1883204.1500000001,621.54,5
12505770,1176918.79,1882603.01,595.14,2
12505861,1176918.81,1884701.99,596.26,3
12506211,1176918.86,1884638.36,593.5,2
12506347,1176918.87,1882741.62,623.88,5
12506820,1176918.95,1883285.46,597.13,3
12506823,1176918.95,1883213.42,593.99,2
12506898,1176918.96,1882862.09,623.97,5
12507169,1176919.02,1883233.34,624.03,5
12507326,1176919.06,1883678.82,594.57,2
12507369,1176919.07,1884511.22,593.52,2
12507436,1176919.08,1883417.6300000001,597.36,3
12507481,1176919.09,1883373.0,610.91,5
12508018,1176919.22,1884952.98,624.44,5
12508359,1176919.28,1882719.1500000001,621.71,5
12509505,1176919.52,1884618.92,593.5600000000001,2
12509682,1176919.55,1884938.59,623.37,5
12509717,1176919.55,1883248.79,594.14,2
12509766,1176919.56,1883466.56,625.11,5
12509811,1176919.57,1884616.76,593.53,2
12510148,1176919.62,1883208.3800000001,593.91,2
12510321,1176919.6500000001,1882878.26,594.99,2
12510684,1176919.71,1882844.99,594.99,2
12510823,1176919.74,1884813.28,593.75,2
12510838,1176919.74,1883473.01,629.62,5
12511237,1176919.81,1882733.52,619.12,5
12512055,1176919.96,1883230.17,627.3000000000001,5
12512504,1176920.04,1882899.98,609.57,4
12512563,1176920.05,1882985.06,595.11,2
12513105,1176920.1400000001,1882888.44,615.04,5
12513323,1176920.18,1883456.8800000001,632.17,5
12513366,1176920.19,1883951.46,594.38,2
12513382,1176920.19,1883323.36,587.92,2
12513426,1176920.2,1884278.77,594.48,2
12513517,1176920.21,1883258.4100000001,609.0500000000001,4
12513753,1176920.24,1882505.1,618.84,5
12514184,1176920.32,1884940.72,623.64,5
12514266,1176920.33,1883240.22,594.11,2
12514289,1176920.33,1882578.95,622.6800000000001,5
12514348,1176920.34,1882507.56,619.12,5
12514625,1176920.3900000001,1882793.42,622.82,5
12515384,1176920.57,1883442.8,606.63,4
12515526,1176920.6,1883110.03,594.04,2
12515767,1176920.66,1883058.78,595.26,2
12516006,1176920.72,1884934.3,625.08,5
12516354,1176920.78,1882647.9100000001,595.07,2
12516693,1176920.85,1883407.07,607.45,5
12516824,1176920.87,1882896.92,615.1800000000001,5
12516912,1176920.8900000001,1884034.6600000001,594.6,2
12517123,1176920.92,1883489.7,624.34,5
12517157,1176920.92,1882724.6300000001,626.35,5
12517274,1176920.94,1882880.76,625.73,5
12517323,1176920.95,1883217.27,626.8100000000001,5
12517466,1176920.97,1883294.47,587.96,2
12517602,1176920.99,1883366.99,616.0500000000001,5
12517615,1176920.99,1883239.3900000001,594.1,2
12517670,1176921.0,1883489.47,628.0,5
12517832,1176921.02,1882807.84,626.17,5
12517878,1176921.03,1883459.8,629.69,5
12517954,1176921.04,1882723.35,624.98,5
12518228,1176921.09,1883363.27,610.85,5
12518752,1176921.2,1883403.51,610.84,5
12518944,1176921.24,1883421.46,596.51,3
12518951,1176921.24,1882876.1300000001,631.11,5
12518968,1176921.25,1884472.3,593.0,2
12519174,1176921.29,1882660.8,621.22,5
12519369,1176921.34,1884935.29,631.82,5
12519816,1176921.43,1883420.9100000001,597.21,3
12520156,1176921.49,1883495.81,616.8000000000001,5
12520219,1176921.5,1883476.4100000001,627.73,5
12520756,1176921.58,1882903.8900000001,622.52,5
12520896,1176921.61,1884658.68,593.51,2
12521600,1176921.72,1883338.54,587.37,2
12521736,1176921.74,1882798.96,625.88,5
12521743,1176921.75,1884936.77,592.99,2
12522119,1176921.82,1883896.68,594.21,2
12522562,1176921.9000000001,1882502.31,616.7,5
12522777,1176921.96,1883453.24,594.72,2
12522972,1176922.0,1883460.25,623.6,5
12523019,1176922.01,1883476.92,605.4,4
12523343,1176922.08,1884435.48,593.41,2
12523421,1176922.09,1883468.82,616.98,5
12524157,1176922.22,1882710.09,610.59,4
12524452,1176922.28,1884652.82,593.51,2
12524454,1176922.28,1884268.6300000001,594.51,2
12524462,1176922.28,1883626.58,612.1,6
12524470,1176922.28,1883394.18,587.47,2
12524669,1176922.31,1882860.83,619.94,5
12524884,1176922.35,1883204.71,625.33,5
12524928,1176922.36,1883322.78,587.32,2
12525739,1176922.49,1883487.68,617.92,5
12525744,1176922.49,1883273.37,594.23,2
12526823,1176922.72,1884786.43,593.78,2
12527063,1176922.76,1882711.71,610.14,4
12527126,1176922.77,1882683.33,613.46,4
12527251,1176922.8,1884935.36,633.0600000000001,5
12527413,1176922.83,1884768.43,593.76,2
12527513,1176922.84,1882514.05,617.6,5
12527593,1176922.86,1883649.0,611.98,6
12527831,1176922.9000000001,1883622.27,612.01,6
12528162,1176922.96,1883204.6500000001,612.88,4
12528269,1176922.98,1883987.74,594.5600000000001,2
12528317,1176922.99,1884933.31,632.75,5
12528344,1176922.99,1883212.8800000001,627.19,5
12528399,1176923.0,1883364.44,613.32,5
12528429,1176923.0,1882901.21,621.24,5
12528523,1176923.02,1884316.95,594.41,2
12528885,1176923.07,1882898.3800000001,617.89,5
12529372,1176923.1500000001,1883477.37,627.95,5
12529704,1176923.2,1883251.46,608.92,4
12529830,1176923.22,1883286.49,597.12,3
12529930,1176923.24,1884194.95,594.59,2
12530292,1176923.31,1884259.24,594.5500000000001,2
12530501,1176923.35,1883501.49,594.94,2
12530622,1176923.3800000001,1884533.74,593.84,2
12530661,1176923.3900000001,1884519.18,593.64,2
12530819,1176923.43,1884495.4000000001,593.48,2
12530858,1176923.44,1884953.06,629.23,5
12531146,1176923.5,1884138.52,594.66,2
12531387,1176923.55,1882898.19,618.97,5
12531717,1176923.6300000001,1884425.26,594.74,2
12531863,1176923.6500000001,1882902.6600000001,623.3100000000001,5
12531869,1176923.6500000001,1882688.76,595.07,2
12532079,1176923.69,1883218.08,625.67,5
12532530,1176923.77,1882899.11,620.28,5
12532544,1176923.77,1882597.31,595.1,2
12532578,1176923.78,1883340.74,587.41,2
12532788,1176923.81,1882892.61,616.19,5
12532851,1176923.82,1882933.8800000001,596.07,2
12532856,1176923.82,1882883.71,620.8000000000001,5
12533042,1176923.85,1882577.83,612.32,4
12533507,1176923.92,1882900.52,617.11,5
12534190,1176924.03,1883042.54,626.3100000000001,5
12534372,1176924.07,1884165.32,594.6,2
12534467,1176924.08,1882827.67,595.15,2
12534660,1176924.12,1884851.53,593.6800000000001,2
12535008,1176924.17,1883213.57,627.64,5
12535107,1176924.19,1884549.8800000001,596.49,3
12535302,1176924.22,1884941.05,618.97,5
12535315,1176924.22,1883749.95,594.92,2
12535613,1176924.26,1883084.07,594.86,2
12535675,1176924.27,1883079.46,604.21,3
12536022,1176924.31,1882890.28,624.26,5
12536464,1176924.3800000001,1884694.04,593.59,2
12536583,1176924.3900000001,1883325.48,589.17,3
12536693,1176924.4000000001,1882862.8800000001,622.79,5
12537091,1176924.46,1883322.7,587.38,2
12537096,1176924.46,1883211.23,616.73,5
12537097,1176924.46,1883222.8900000001,625.11,5
12537446,1176924.51,1883227.49,624.85,5
12537456,1176924.51,1883049.9100000001,626.16,5
12537850,1176924.57,1883230.29,627.44,5
12537972,1176924.59,1883194.03,616.39,5
12538109,1176924.62,1884923.17,615.67,5
12538131,1176924.62,1883230.56,618.65,5
12538245,1176924.6500000001,1882886.12,615.37,5
12538271,1176924.66,1883591.18,594.54,2
12538699,1176924.76,1883452.05,624.4300000000001,5
12538724,1176924.76,1882736.52,632.73,5
12539062,1176924.84,1883474.2,612.07,4
12539198,1176924.87,1883674.26,611.69,6
12539626,1176924.95,1883095.7,594.46,2
12539703,1176924.96,1882795.26,595.04,2
12539941,1176925.0,1882969.02,628.1,5
12540074,1176925.02,1882579.6400000001,617.86,5
12540090,1176925.03,1883691.46,611.75,6
12540199,1176925.04,1882683.93,595.11,2
12540371,1176925.07,1882869.77,617.07,5
12540389,1176925.07,1882507.42,626.12,5
12540658,1176925.12,1884952.08,621.92,5
12540877,1176925.1500000001,1883220.36,628.2,5
12540881,1176925.1500000001,1883101.6400000001,595.84,3
12540916,1176925.1500000001,1882510.01,615.37,5
12541274,1176925.21,1883473.3900000001,625.12,5
12541709,1176925.28,1884947.26,621.74,5
12542256,1176925.35,1883255.84,603.1800000000001,3
12542890,1176925.44,1883202.6400000001,593.95,2
12543024,1176925.46,1883219.45,610.03,4
12543091,1176925.47,1883477.37,626.72,5
12543117,1176925.47,1882834.09,595.94,1
12543308,1176925.5,1883189.58,594.0500000000001,2
12543310,1176925.5,1883165.78,594.16,2
12543510,1176925.53,1883253.25,610.99,4
12543648,1176925.55,1883065.92,615.99,5
12544749,1176925.71,1882978.12,629.13,5
12545199,1176925.78,1882874.5,635.61,5
12546530,1176926.02,1882910.6,596.62,2
12546570,1176926.03,1883191.71,594.0,2
12546725,1176926.06,1883060.9100000001,633.38,5
12547016,1176926.12,1883223.93,626.65,5
12547361,1176926.19,1884260.6300000001,594.61,2
12547427,1176926.2,1883446.59,618.94,6
12547499,1176926.21,1883005.97,615.48,4
12547596,1176926.23,1883185.25,594.1,2
12547598,1176926.23,1883062.87,625.23,5
12547755,1176926.26,1883204.37,606.72,4
12548714,1176926.41,1884418.04,594.85,2
12548879,1176926.43,1883069.3,605.29,3
12548882,1176926.43,1883071.51,604.59,3
12549133,1176926.47,1883693.11,611.63,6
12549225,1176926.48,1883052.01,600.66,3
12549548,1176926.53,1883680.1300000001,611.58,6
12549621,1176926.54,1884010.01,594.63,2
12549716,1176926.55,1882974.07,615.0500000000001,4
12549798,1176926.57,1884949.12,631.12,5
12549960,1176926.59,1884335.75,594.48,2
12550001,1176926.59,1882972.2,614.37,4
12550240,1176926.62,1882869.6,631.63,5
12550375,1176926.6400000001,1882949.68,597.08,2
12550476,1176926.6500000001,1882524.51,623.76,5
12550712,1176926.69,1884999.53,593.87,2
12550744,1176926.69,1883029.3,597.12,3
12551553,1176926.81,1884903.47,593.33,2
12551754,1176926.84,1883502.6500000001,605.19,4
12551784,1176926.84,1882803.44,611.82,4
12552150,1176926.91,1882972.24,630.38,5
12552259,1176926.94,1884940.4100000001,630.71,5
12552466,1176926.97,1882711.6300000001,607.77,4
12552701,1176927.02,1883421.3,618.73,6
12552775,1176927.03,1882969.33,630.28,5
12553542,1176927.18,1883146.3,593.75,2
12553858,1176927.24,1883019.69,599.5600000000001,3
12554008,1176927.27,1883743.11,612.38,4
12554330,1176927.33,1883046.03,634.42,5
12554541,1176927.37,1882873.92,632.6,5
12554568,1176927.3800000001,1883206.22,611.66,4
12554598,1176927.3800000001,1882886.35,616.77,5
12554828,1176927.43,1883254.22,609.3000000000001,4
12554927,1176927.45,1883936.32,594.32,2
12555111,1176927.49,1884952.67,594.11,2
12555199,1176927.5,1882803.81,613.46,4
12555205,1176927.5,1882540.21,595.11,2
12555456,1176927.55,1882861.35,619.6,5
12555889,1176927.6400000001,1883192.42,593.96,2
12555916,1176927.6500000001,1884921.37,623.78,5
12556039,1176927.67,1883203.45,627.26,5
12556293,1176927.71,1882864.33,619.34,5
12556387,1176927.73,1884470.81,593.0500000000001,2
12556547,1176927.75,1883088.03,606.0600000000001,4
12556718,1176927.78,1884816.7,593.78,2
12557035,1176927.82,1883467.61,618.6,5
12557165,1176927.84,1884131.3,594.67,2
12557374,1176927.87,1884921.84,623.99,5
12557588,1176927.8900000001,1882746.01,596.19,2
12557803,1176927.92,1882943.93,629.07,5
12557888,1176927.93,1882684.58,631.54,5
12558184,1176927.98,1882904.25,620.87,5
12558387,1176928.01,1882884.79,614.82,4
12558396,1176928.01,1882866.52,619.71,5
12558936,1176928.11,1882925.77,617.88,5
12559196,1176928.16,1884952.6,611.44,4
12559380,1176928.19,1883210.45,620.22,5
12559464,1176928.21,1884975.79,593.7,2
12559516,1176928.21,1882875.44,631.46,5
12559558,1176928.22,1883064.9000000001,629.45,5
12559767,1176928.26,1882559.77,595.1800000000001,2
12560161,1176928.35,1883452.92,603.82,3
12560283,1176928.37,1882784.53,608.62,4
12560307,1176928.3800000001,1883394.54,618.5600000000001,6
12560678,1176928.46,1883038.75,635.54,5
12560850,1176928.49,1882683.44,631.86,5
12560857,1176928.5,1883757.99,595.13,2
12561346,1176928.6,1883049.4000000001,636.28,5
12561395,1176928.61,1882960.17,609.09,4
12561396,1176928.61,1882895.1400000001,630.38,5
12561439,1176928.62,1883073.5,606.92,4
12561722,1176928.68,1883201.55,626.97,5
12561960,1176928.72,1883635.33,611.54,6
12562554,1176928.83,1883988.46,594.57,2
12562938,1176928.8900000001,1882885.67,613.88,4
12562972,1176928.9000000001,1883414.09,588.09,2
12563389,1176928.97,1882556.83,595.19,2
12563524,1176929.0,1883536.17,594.89,2
12564004,1176929.08,1884543.03,593.7,2
12564156,1176929.1,1883079.42,605.76,4
12564339,1176929.1300000001,1883042.12,636.37,5
12564343,1176929.1300000001,1883067.1400000001,623.72,5
12564801,1176929.2,1882524.4100000001,595.12,2
12565031,1176929.24,1882982.23,638.85,5
12565059,1176929.25,1883808.45,594.5500000000001,2
12565197,1176929.27,1883389.48,618.46,6
12565324,1176929.29,1882980.1600000001,634.99,5
12565792,1176929.3800000001,1882914.51,632.8100000000001,6
12565881,1176929.4000000001,1883646.84,611.44,6
12566243,1176929.47,1883621.62,611.58,6
12566268,1176929.47,1882901.44,631.64,5
12566501,1176929.53,1884922.53,617.15,5
12566940,1176929.6300000001,1883880.78,594.36,2
12567707,1176929.8,1883528.28,594.97,2
12567772,1176929.82,1884233.94,594.58,2
12567829,1176929.83,1883448.69,618.33,6
12567923,1176929.85,1884538.05,593.67,2
12567939,1176929.85,1883044.18,637.21,5
12568196,1176929.9000000001,1883388.17,618.37,6
12568527,1176929.96,1884093.77,594.6800000000001,2
12568718,1176929.99,1883352.58,618.4300000000001,6
12568722,1176929.99,1883223.75,626.3100000000001,5
12568922,1176930.02,1882690.87,623.98,5
12569058,1176930.05,1884431.93,593.63,2
12569387,1176930.1,1882976.55,635.82,5
12569730,1176930.17,1883750.02,610.39,4
12569739,1176930.17,1883207.1300000001,622.33,5
12570082,1176930.23,1883997.7,594.6,2
12570446,1176930.3,1883456.93,614.5,4
12570502,1176930.31,1883058.22,633.61,5
12570617,1176930.34,1884291.74,594.5500000000001,2
12570627,1176930.34,1883275.47,594.17,2
12570665,1176930.35,1884662.31,593.63,2
12570808,1176930.3800000001,1884636.1400000001,593.63,2
12571049,1176930.43,1883846.3900000001,606.42,6
12571299,1176930.49,1883061.8800000001,630.11,5
12571303,1176930.49,1882981.2,639.3000000000001,5
12571395,1176930.51,1882824.36,629.86,5
12571408,1176930.52,1883894.4100000001,594.33,2
12571499,1176930.54,1883158.56,594.0600000000001,2
12571563,1176930.56,1884958.25,613.22,4
12571627,1176930.57,1884866.55,593.6800000000001,2
12572112,1176930.67,1884950.22,624.38,5
12572308,1176930.7,1883134.57,593.86,2
12572418,1176930.72,1884435.46,593.44,2
12573499,1176930.91,1882681.77,596.46,2
12573737,1176930.97,1884925.23,632.09,5
12573941,1176931.02,1883306.35,588.07,2
12574162,1176931.07,1882636.94,596.3100000000001,2
12574205,1176931.08,1882606.1,617.66,5
12574350,1176931.12,1884637.7,593.64,2
12574407,1176931.1300000001,1884932.1500000001,626.19,5
12574420,1176931.1300000001,1883591.05,594.5,2
12574591,1176931.16,1883522.55,594.96,2
12574812,1176931.21,1884254.11,594.59,2
12575149,1176931.26,1882796.7,631.5600000000001,5
12575190,1176931.27,1883299.57,587.04,7
12575218,1176931.27,1882530.9000000001,595.27,2
12575484,1176931.32,1883842.61,594.19,2
12575509,1176931.32,1883066.61,636.82,5
12575630,1176931.34,1883007.56,637.6,6
12575807,1176931.37,1883090.17,605.94,4
12576106,1176931.42,1882960.43,636.7,6
12576218,1176931.44,1882985.1300000001,637.36,5
12576241,1176931.45,1884790.77,593.8100000000001,2
12577019,1176931.59,1883358.52,618.27,6
12577160,1176931.62,1883628.83,611.37,6
12577347,1176931.66,1884951.27,630.98,5
12577788,1176931.76,1884942.7,611.78,4
12577913,1176931.78,1882950.56,636.92,6
12578170,1176931.84,1884262.77,594.66,2
12578415,1176931.8900000001,1883858.6600000001,606.9300000000001,6
12578449,1176931.9000000001,1884888.26,593.66,2
12578497,1176931.9000000001,1882848.58,596.8100000000001,3
12578624,1176931.92,1882672.87,620.8000000000001,5
12578844,1176931.96,1882677.94,624.22,5
12579178,1176932.02,1882684.03,631.0,5
12579534,1176932.09,1884480.26,592.92,2
12579588,1176932.09,1882685.67,626.45,5
12579783,1176932.1300000001,1884797.26,593.83,2
12579807,1176932.1300000001,1883115.1400000001,594.19,2
12579826,1176932.1300000001,1882769.19,596.5600000000001,2
12580004,1176932.17,1884438.68,600.69,3
12580277,1176932.21,1883054.47,597.04,2
12580514,1176932.26,1883693.1600000001,611.1,6
12580836,1176932.32,1882903.51,635.5600000000001,5
12581022,1176932.36,1883224.6600000001,622.04,5
12581157,1176932.3900000001,1883953.6400000001,594.44,2
12581511,1176932.46,1883210.01,617.54,5
12581912,1176932.55,1883038.9000000001,638.0,6
12582265,1176932.6300000001,1884543.82,593.6800000000001,2
12582459,1176932.67,1884852.98,593.63,2
12582484,1176932.67,1883054.45,639.42,5
12582597,1176932.69,1882767.73,631.77,5
12582862,1176932.75,1883441.47,617.79,6
12583419,1176932.85,1883379.4100000001,617.99,6
12583942,1176932.94,1882917.21,636.92,6
12583978,1176932.95,1883349.74,618.07,6
12584143,1176932.98,1884439.3800000001,601.87,3
12584647,1176933.08,1883209.1300000001,608.36,4
12584741,1176933.1,1884335.04,594.47,2
12585465,1176933.26,1884922.1500000001,621.21,5
12585518,1176933.27,1884303.33,594.5600000000001,2
12585625,1176933.29,1884606.58,593.58,2
12585654,1176933.29,1882756.95,632.51,5
12585688,1176933.3,1883589.67,594.51,2
12585854,1176933.33,1882592.93,595.24,2
12585926,1176933.35,1884938.17,593.54,2
12585946,1176933.35,1883204.99,610.54,4
12586263,1176933.41,1882778.6400000001,595.21,2
12586424,1176933.44,1882800.99,635.36,5
12586641,1176933.48,1884436.23,600.88,3
12586696,1176933.48,1882700.25,620.0500000000001,5
12586715,1176933.49,1884821.12,593.77,2
12586819,1176933.5,1882800.42,635.59,5
12586845,1176933.51,1884462.17,593.15,2
12586908,1176933.51,1882687.26,626.4300000000001,5
12587086,1176933.54,1883073.1300000001,605.6800000000001,4
12587155,1176933.55,1882958.26,638.37,6
12587281,1176933.57,1883463.57,603.82,3
12587428,1176933.59,1883078.02,603.35,3
12587647,1176933.62,1882716.55,630.5600000000001,5
12588370,1176933.76,1882671.48,626.89,5
12588399,1176933.77,1882891.79,595.49,2
12588638,1176933.83,1884946.9000000001,627.8100000000001,5
12588919,1176933.9000000001,1883958.83,594.48,2
12588935,1176933.9000000001,1882818.3900000001,635.0,5
12588944,1176933.9000000001,1882699.23,629.14,5
12589450,1176934.03,1883284.11,594.26,2
12589565,1176934.05,1882751.26,634.35,5
12589727,1176934.09,1883065.1400000001,638.53,5
12589991,1176934.1500000001,1883091.03,605.4300000000001,4
12590027,1176934.16,1883746.78,621.59,5
12590155,1176934.18,1882713.37,616.44,4
12590701,1176934.29,1884143.6300000001,594.72,2
12590860,1176934.31,1882713.82,631.8000000000001,5
12590875,1176934.32,1884767.07,593.89,2
12590980,1176934.33,1882697.17,629.69,5
12591043,1176934.35,1884116.24,594.73,2
12591434,1176934.41,1884117.06,594.74,2
12591784,1176934.47,1882811.76,635.46,5
12592082,1176934.52,1882689.5,595.16,2
12592285,1176934.56,1883063.07,634.23,5
12592537,1176934.61,1883649.77,611.08,6
12592662,1176934.6400000001,1884969.95,593.71,2
12592727,1176934.6500000001,1883278.43,594.1800000000001,2
12592912,1176934.68,1882769.8900000001,634.64,5
12593554,1176934.8,1884604.46,593.62,2
12593962,1176934.87,1883059.05,632.34,5
12594207,1176934.92,1884921.3800000001,624.21,5
12594294,1176934.93,1882951.1300000001,639.19,6
12594580,1176934.99,1883749.25,616.1,5
12594669,1176935.01,1883095.99,605.1800000000001,4
12595030,1176935.09,1883385.17,617.59,6
12595120,1176935.11,1884740.35,593.75,2
12595144,1176935.11,1882904.4100000001,634.95,5
12595239,1176935.1300000001,1882832.33,636.38,6
12595435,1176935.18,1883323.06,617.83,6
12595687,1176935.23,1883610.1600000001,611.07,6
12595941,1176935.29,1883941.31,597.66,3
12595950,1176935.29,1883240.3800000001,603.27,3
12596054,1176935.32,1884975.76,593.63,2
12596227,1176935.36,1882667.48,628.77,5
12596516,1176935.43,1882772.9100000001,636.29,5
12596841,1176935.51,1884197.11,594.6800000000001,2
12597087,1176935.56,1883747.54,604.77,3
12597651,1176935.66,1883139.9000000001,593.8100000000001,2
12597750,1176935.68,1884832.74,593.72,2
12597866,1176935.7,1884114.86,594.9300000000001,2
12598401,1176935.78,1883100.81,594.33,2
12598537,1176935.8,1882958.93,639.96,6
12598904,1176935.86,1883335.99,617.64,6
12599260,1176935.92,1884062.83,594.75,2
12599273,1176935.92,1883297.83,617.8100000000001,6
12599628,1176935.99,1883088.06,605.13,4
12599787,1176936.02,1884394.99,594.28,2
12600061,1176936.07,1882621.28,630.15,5
12600127,1176936.09,1883843.25,594.19,2
12600171,1176936.1,1883830.83,598.08,3
12600376,1176936.1400000001,1883201.1,612.36,4
12600448,1176936.16,1884952.0,630.71,5
12600768,1176936.22,1882523.61,596.6,2
12600815,1176936.23,1882589.1,626.54,5
12601080,1176936.29,1882629.68,605.74,3
12601469,1176936.3800000001,1882655.35,632.99,6
12602007,1176936.49,1883090.19,605.88,4
12602204,1176936.53,1884421.6500000001,594.9,2
12602270,1176936.54,1883715.4100000001,594.21,3
12602279,1176936.54,1883203.08,610.87,4
12602420,1176936.57,1883674.42,610.79,6
12602424,1176936.57,1883649.07,610.86,6
12602630,1176936.61,1882590.46,625.73,5
12602731,1176936.6300000001,1882683.81,596.34,2
12602899,1176936.67,1882890.4000000001,639.19,5
12602974,1176936.69,1884330.82,594.5500000000001,2
12602988,1176936.69,1883607.8900000001,610.95,6
12602994,1176936.69,1882848.6500000001,634.24,5
12603115,1176936.72,1884672.36,593.66,2
12603123,1176936.72,1883240.97,617.57,5
12603359,1176936.76,1882606.07,625.36,5
12603485,1176936.79,1884933.25,629.07,5
12603640,1176936.82,1884225.09,598.29,3
12604224,1176936.93,1882504.05,594.96,2
12604252,1176936.94,1883583.25,594.5600000000001,2
12604348,1176936.96,1883552.87,594.78,2
12604524,1176936.99,1883424.98,617.09,6
12604738,1176937.03,1884893.4000000001,593.78,2
12604845,1176937.04,1883026.46,634.21,6
12604923,1176937.05,1882629.23,599.14,3
12605035,1176937.07,1883455.9100000001,617.0600000000001,6
12605288,1176937.11,1883145.51,593.72,2
12605320,1176937.12,1884850.68,593.66,2
12605552,1176937.1500000001,1883088.75,605.27,4
12605586,1176937.16,1883744.8,617.86,5
12605758,1176937.19,1882909.46,636.01,5
12605980,1176937.23,1883095.78,594.38,2
12606164,1176937.26,1882564.1,630.5600000000001,5
12606215,1176937.27,1882595.99,631.59,5
12606466,1176937.32,1883084.31,594.82,2
12606496,1176937.33,1884964.93,612.5600000000001,4
12606779,1176937.3800000001,1883236.6400000001,609.2,4
12606917,1176937.41,1882889.95,637.72,5
12606932,1176937.41,1882585.55,595.29,2
12607166,1176937.46,1882590.54,609.82,4
12607179,1176937.47,1884935.8,617.16,5
12607364,1176937.51,1884334.29,594.52,2
12607659,1176937.58,1884931.47,620.5,5
12607739,1176937.6,1884583.54,593.5500000000001,2
12607794,1176937.61,1883585.3800000001,594.53,2
12607820,1176937.61,1882530.1300000001,597.1800000000001,2
12608055,1176937.68,1883238.28,610.96,4
12608095,1176937.69,1882526.33,626.78,5
12608123,1176937.7,1882724.4100000001,636.84,6
12608137,1176937.71,1884612.34,593.67,2
12608169,1176937.71,1882535.29,627.45,5
12608202,1176937.72,1883074.97,605.89,4
12608241,1176937.73,1882717.8900000001,636.52,6
12608526,1176937.79,1882699.73,635.8000000000001,5
12608622,1176937.81,1882989.98,641.5,5
12608667,1176937.82,1883088.06,605.21,4
12608745,1176937.83,1882577.1,610.64,4
12608807,1176937.85,1883750.18,609.09,4
12608907,1176937.87,1884818.95,593.75,2
12609035,1176937.8900000001,1882648.6,634.74,5
12609361,1176937.95,1882674.61,635.88,6
12609711,1176938.01,1882870.81,639.8000000000001,6
12609830,1176938.04,1884697.73,593.85,2
12610073,1176938.09,1884929.87,627.97,5
12610420,1176938.1500000001,1882569.4000000001,631.12,5
12610483,1176938.17,1883966.67,594.54,2
12610505,1176938.17,1882644.8,597.3000000000001,2
12610580,1176938.19,1884019.32,594.82,2
